Obs,ICD10,ICD10 Label,Code Valid in FY2016 (10/1/15 - 9/30/16),"FY2015 MCE Age Condition[use AGE_AT_DIAGNOSIS]",FY2015 MCE Sex Condition,"CC Age Split [use AGE_LAST]",CC Sex Split,CC,Additional CC,Footnote
418,C4011,Malignant neoplasm of short bones of right upper limb,Y,,,,,10,,
419,C4012,Malignant neoplasm of short bones of left upper limb,Y,,,,,10,,
420,C4020,Malignant neoplasm of long bones of unspecified lower limb,Y,,,,,10,,
421,C4021,Malignant neoplasm of long bones of right lower limb,Y,,,,,10,,
422,C4022,Malignant neoplasm of long bones of left lower limb,Y,,,,,10,,
423,C4030,Malignant neoplasm of short bones of unspecified lower limb,Y,,,,,10,,
424,C4031,Malignant neoplasm of short bones of right lower limb,Y,,,,,10,,
425,C4032,Malignant neoplasm of short bones of left lower limb,Y,,,,,10,,
426,C4080,Malignant neoplasm of overlapping sites of bone and articular cartilage of unspecified limb,Y,,,,,10,,
427,C4081,Malignant neoplasm of overlapping sites of bone and articular cartilage of right limb,Y,,,,,10,,
428,C4082,Malignant neoplasm of overlapping sites of bone and articular cartilage of left limb,Y,,,,,10,,
429,C4090,Malignant neoplasm of unspecified bones and articular cartilage of unspecified limb,Y,,,,,10,,
430,C4091,Malignant neoplasm of unspecified bones and articular cartilage of right limb,Y,,,,,10,,
431,C4092,Malignant neoplasm of unspecified bones and articular cartilage of left limb,Y,,,,,10,,
432,C410,Malignant neoplasm of bones of skull and face,Y,,,,,10,,
433,C411,Malignant neoplasm of mandible,Y,,,,,10,,
434,C412,Malignant neoplasm of vertebral column,Y,,,,,10,,
435,C413,"Malignant neoplasm of ribs, sternum and clavicle",Y,,,,,10,,
436,C414,"Malignant neoplasm of pelvic bones, sacrum and coccyx",Y,,,,,10,,
437,C419,"Malignant neoplasm of bone and articular cartilage, unspecified",Y,,,,,10,,
438,C430,Malignant melanoma of lip,Y,,,,,13,,
439,C4310,"Malignant melanoma of unspecified eyelid, including canthus",Y,,,,,13,,
440,C4311,"Malignant melanoma of right eyelid, including canthus",Y,,,,,13,,
441,C4312,"Malignant melanoma of left eyelid, including canthus",Y,,,,,13,,
442,C4320,Malignant melanoma of unspecified ear and external auricular canal,Y,,,,,13,,
443,C4321,Malignant melanoma of right ear and external auricular canal,Y,,,,,13,,
444,C4322,Malignant melanoma of left ear and external auricular canal,Y,,,,,13,,
445,C4330,Malignant melanoma of unspecified part of face,Y,,,,,13,,
446,C4331,Malignant melanoma of nose,Y,,,,,13,,
447,C4339,Malignant melanoma of other parts of face,Y,,,,,13,,
448,C434,Malignant melanoma of scalp and neck,Y,,,,,13,,
449,C4351,Malignant melanoma of anal skin,Y,,,,,13,,
450,C4352,Malignant melanoma of skin of breast,Y,,,,,13,,
451,C4359,Malignant melanoma of other part of trunk,Y,,,,,13,,
452,C4360,"Malignant melanoma of unspecified upper limb, including shoulder",Y,,,,,13,,
453,C4361,"Malignant melanoma of right upper limb, including shoulder",Y,,,,,13,,
454,C4362,"Malignant melanoma of left upper limb, including shoulder",Y,,,,,13,,
455,C4370,"Malignant melanoma of unspecified lower limb, including hip",Y,,,,,13,,
456,C4371,"Malignant melanoma of right lower limb, including hip",Y,,,,,13,,
457,C4372,"Malignant melanoma of left lower limb, including hip",Y,,,,,13,,
458,C438,Malignant melanoma of overlapping sites of skin,Y,,,,,13,,
459,C439,"Malignant melanoma of skin, unspecified",Y,,,,,13,,
460,C450,Mesothelioma of pleura,Y,,,,,9,,
461,C451,Mesothelioma of peritoneum,Y,,,,,9,,
462,C452,Mesothelioma of pericardium,Y,,,,,9,,
463,C457,Mesothelioma of other sites,Y,,,,,9,,
464,C459,"Mesothelioma, unspecified",Y,,,,,9,,
465,C460,Kaposi's sarcoma of skin,Y,,,,,10,,
466,C461,Kaposi's sarcoma of soft tissue,Y,,,,,10,,
467,C462,Kaposi's sarcoma of palate,Y,,,,,10,,
468,C463,Kaposi's sarcoma of lymph nodes,Y,,,,,10,,
469,C464,Kaposi's sarcoma of gastrointestinal sites,Y,,,,,10,,
470,C4650,Kaposi's sarcoma of unspecified lung,Y,,,,,10,,
471,C4651,Kaposi's sarcoma of right lung,Y,,,,,10,,
472,C4652,Kaposi's sarcoma of left lung,Y,,,,,10,,
473,C467,Kaposi's sarcoma of other sites,Y,,,,,10,,
474,C469,"Kaposi's sarcoma, unspecified",Y,,,,,10,,
475,C470,"Malignant neoplasm of peripheral nerves of head, face and neck",Y,,,,,10,,
476,C4710,"Malignant neoplasm of peripheral nerves of unspecified upper limb, including shoulder",Y,,,,,10,,
477,C4711,"Malignant neoplasm of peripheral nerves of right upper limb, including shoulder",Y,,,,,10,,
478,C4712,"Malignant neoplasm of peripheral nerves of left upper limb, including shoulder",Y,,,,,10,,
479,C4720,"Malignant neoplasm of peripheral nerves of unspecified lower limb, including hip",Y,,,,,10,,
480,C4721,"Malignant neoplasm of peripheral nerves of right lower limb, including hip",Y,,,,,10,,
481,C4722,"Malignant neoplasm of peripheral nerves of left lower limb, including hip",Y,,,,,10,,
482,C473,Malignant neoplasm of peripheral nerves of thorax,Y,,,,,10,,
483,C474,Malignant neoplasm of peripheral nerves of abdomen,Y,,,,,10,,
484,C475,Malignant neoplasm of peripheral nerves of pelvis,Y,,,,,10,,
485,C476,"Malignant neoplasm of peripheral nerves of trunk, unspecified",Y,,,,,10,,
486,C478,Malignant neoplasm of overlapping sites of peripheral nerves and autonomic nervous system,Y,,,,,10,,
487,C479,"Malignant neoplasm of peripheral nerves and autonomic nervous system, unspecified",Y,,,,,10,,
488,C480,Malignant neoplasm of retroperitoneum,Y,,,,,9,,
489,C481,Malignant neoplasm of specified parts of peritoneum,Y,,,,,9,,
490,C482,"Malignant neoplasm of peritoneum, unspecified",Y,,,,,9,,
491,C488,Malignant neoplasm of overlapping sites of retroperitoneum and peritoneum,Y,,,,,9,,
492,C490,"Malignant neoplasm of connective and soft tissue of head, face and neck",Y,,,,,10,,
493,C4910,"Malignant neoplasm of connective and soft tissue of unspecified upper limb, including shoulder",Y,,,,,10,,
494,C4911,"Malignant neoplasm of connective and soft tissue of right upper limb, including shoulder",Y,,,,,10,,
495,C4912,"Malignant neoplasm of connective and soft tissue of left upper limb, including shoulder",Y,,,,,10,,
496,C4920,"Malignant neoplasm of connective and soft tissue of unspecified lower limb, including hip",Y,,,,,10,,
497,C4921,"Malignant neoplasm of connective and soft tissue of right lower limb, including hip",Y,,,,,10,,
498,C4922,"Malignant neoplasm of connective and soft tissue of left lower limb, including hip",Y,,,,,10,,
499,C493,Malignant neoplasm of connective and soft tissue of thorax,Y,,,,,10,,
500,C494,Malignant neoplasm of connective and soft tissue of abdomen,Y,,,,,10,,
501,C495,Malignant neoplasm of connective and soft tissue of pelvis,Y,,,,,10,,
502,C496,"Malignant neoplasm of connective and soft tissue of trunk, unspecified",Y,,,,,10,,
503,C498,Malignant neoplasm of overlapping sites of connective and soft tissue,Y,,,,,10,,
504,C499,"Malignant neoplasm of connective and soft tissue, unspecified",Y,,,,,10,,
505,C4A0,Merkel cell carcinoma of lip,Y,,,,,12,,
506,C4A10,"Merkel cell carcinoma of unspecified eyelid, including canthus",Y,,,,,12,,
507,C4A11,"Merkel cell carcinoma of right eyelid, including canthus",Y,,,,,12,,
508,C4A12,"Merkel cell carcinoma of left eyelid, including canthus",Y,,,,,12,,
509,C4A20,Merkel cell carcinoma of unspecified ear and external auricular canal,Y,,,,,12,,
510,C4A21,Merkel cell carcinoma of right ear and external auricular canal,Y,,,,,12,,
511,C4A22,Merkel cell carcinoma of left ear and external auricular canal,Y,,,,,12,,
512,C4A30,Merkel cell carcinoma of unspecified part of face,Y,,,,,12,,
513,C4A31,Merkel cell carcinoma of nose,Y,,,,,12,,
514,C4A39,Merkel cell carcinoma of other parts of face,Y,,,,,12,,
515,C4A4,Merkel cell carcinoma of scalp and neck,Y,,,,,12,,
516,C4A51,Merkel cell carcinoma of anal skin,Y,,,,,12,,
517,C4A52,Merkel cell carcinoma of skin of breast,Y,,,,,12,,
518,C4A59,Merkel cell carcinoma of other part of trunk,Y,,,,,12,,
519,C4A60,"Merkel cell carcinoma of unspecified upper limb, including shoulder",Y,,,,,12,,
520,C4A61,"Merkel cell carcinoma of right upper limb, including shoulder",Y,,,,,12,,
521,C4A62,"Merkel cell carcinoma of left upper limb, including shoulder",Y,,,,,12,,
522,C4A70,"Merkel cell carcinoma of unspecified lower limb, including hip",Y,,,,,12,,
523,C4A71,"Merkel cell carcinoma of right lower limb, including hip",Y,,,,,12,,
524,C4A72,"Merkel cell carcinoma of left lower limb, including hip",Y,,,,,12,,
525,C4A8,Merkel cell carcinoma of overlapping sites,Y,,,,,12,,
526,C4A9,"Merkel cell carcinoma, unspecified",Y,,,,,12,,
527,C50011,"Malignant neoplasm of nipple and areola, right female breast",Y,,female,age < 50,,11,,
528,C50011,"Malignant neoplasm of nipple and areola, right female breast",Y,,female,age >= 50,,12,,
529,C50012,"Malignant neoplasm of nipple and areola, left female breast",Y,,female,age < 50,,11,,
530,C50012,"Malignant neoplasm of nipple and areola, left female breast",Y,,female,age >= 50,,12,,
531,C50019,"Malignant neoplasm of nipple and areola, unspecified female breast",Y,,female,age < 50,,11,,
532,C50019,"Malignant neoplasm of nipple and areola, unspecified female breast",Y,,female,age >= 50,,12,,
533,C50021,"Malignant neoplasm of nipple and areola, right male breast",Y,,male,age < 50,,11,,
534,C50021,"Malignant neoplasm of nipple and areola, right male breast",Y,,male,age >= 50,,12,,
535,C50022,"Malignant neoplasm of nipple and areola, left male breast",Y,,male,age < 50,,11,,
536,C50022,"Malignant neoplasm of nipple and areola, left male breast",Y,,male,age >= 50,,12,,
537,C50029,"Malignant neoplasm of nipple and areola, unspecified male breast",Y,,male,age < 50,,11,,
538,C50029,"Malignant neoplasm of nipple and areola, unspecified male breast",Y,,male,age >= 50,,12,,
539,C50111,Malignant neoplasm of central portion of right female breast,Y,,female,age < 50,,11,,
540,C50111,Malignant neoplasm of central portion of right female breast,Y,,female,age >= 50,,12,,
541,C50112,Malignant neoplasm of central portion of left female breast,Y,,female,age < 50,,11,,
542,C50112,Malignant neoplasm of central portion of left female breast,Y,,female,age >= 50,,12,,
543,C50119,Malignant neoplasm of central portion of unspecified female breast,Y,,female,age < 50,,11,,
544,C50119,Malignant neoplasm of central portion of unspecified female breast,Y,,female,age >= 50,,12,,
545,C50121,Malignant neoplasm of central portion of right male breast,Y,,male,age < 50,,11,,
546,C50121,Malignant neoplasm of central portion of right male breast,Y,,male,age >= 50,,12,,
547,C50122,Malignant neoplasm of central portion of left male breast,Y,,male,age < 50,,11,,
548,C50122,Malignant neoplasm of central portion of left male breast,Y,,male,age >= 50,,12,,
549,C50129,Malignant neoplasm of central portion of unspecified male breast,Y,,male,age < 50,,11,,
550,C50129,Malignant neoplasm of central portion of unspecified male breast,Y,,male,age >= 50,,12,,
551,C50211,Malignant neoplasm of upper-inner quadrant of right female breast,Y,,female,age < 50,,11,,
552,C50211,Malignant neoplasm of upper-inner quadrant of right female breast,Y,,female,age >= 50,,12,,
553,C50212,Malignant neoplasm of upper-inner quadrant of left female breast,Y,,female,age < 50,,11,,
554,C50212,Malignant neoplasm of upper-inner quadrant of left female breast,Y,,female,age >= 50,,12,,
555,C50219,Malignant neoplasm of upper-inner quadrant of unspecified female breast,Y,,female,age < 50,,11,,
556,C50219,Malignant neoplasm of upper-inner quadrant of unspecified female breast,Y,,female,age >= 50,,12,,
557,C50221,Malignant neoplasm of upper-inner quadrant of right male breast,Y,,male,age < 50,,11,,
558,C50221,Malignant neoplasm of upper-inner quadrant of right male breast,Y,,male,age >= 50,,12,,
559,C50222,Malignant neoplasm of upper-inner quadrant of left male breast,Y,,male,age < 50,,11,,
560,C50222,Malignant neoplasm of upper-inner quadrant of left male breast,Y,,male,age >= 50,,12,,
561,C50229,Malignant neoplasm of upper-inner quadrant of unspecified male breast,Y,,male,age < 50,,11,,
562,C50229,Malignant neoplasm of upper-inner quadrant of unspecified male breast,Y,,male,age >= 50,,12,,
563,C50311,Malignant neoplasm of lower-inner quadrant of right female breast,Y,,female,age < 50,,11,,
564,C50311,Malignant neoplasm of lower-inner quadrant of right female breast,Y,,female,age >= 50,,12,,
565,C50312,Malignant neoplasm of lower-inner quadrant of left female breast,Y,,female,age < 50,,11,,
566,C50312,Malignant neoplasm of lower-inner quadrant of left female breast,Y,,female,age >= 50,,12,,
567,C50319,Malignant neoplasm of lower-inner quadrant of unspecified female breast,Y,,female,age < 50,,11,,
568,C50319,Malignant neoplasm of lower-inner quadrant of unspecified female breast,Y,,female,age >= 50,,12,,
569,C50321,Malignant neoplasm of lower-inner quadrant of right male breast,Y,,male,age < 50,,11,,
570,C50321,Malignant neoplasm of lower-inner quadrant of right male breast,Y,,male,age >= 50,,12,,
571,C50322,Malignant neoplasm of lower-inner quadrant of left male breast,Y,,male,age < 50,,11,,
572,C50322,Malignant neoplasm of lower-inner quadrant of left male breast,Y,,male,age >= 50,,12,,
573,C50329,Malignant neoplasm of lower-inner quadrant of unspecified male breast,Y,,male,age < 50,,11,,
574,C50329,Malignant neoplasm of lower-inner quadrant of unspecified male breast,Y,,male,age >= 50,,12,,
575,C50411,Malignant neoplasm of upper-outer quadrant of right female breast,Y,,female,age < 50,,11,,
576,C50411,Malignant neoplasm of upper-outer quadrant of right female breast,Y,,female,age >= 50,,12,,
577,C50412,Malignant neoplasm of upper-outer quadrant of left female breast,Y,,female,age < 50,,11,,
578,C50412,Malignant neoplasm of upper-outer quadrant of left female breast,Y,,female,age >= 50,,12,,
579,C50419,Malignant neoplasm of upper-outer quadrant of unspecified female breast,Y,,female,age < 50,,11,,
580,C50419,Malignant neoplasm of upper-outer quadrant of unspecified female breast,Y,,female,age >= 50,,12,,
581,C50421,Malignant neoplasm of upper-outer quadrant of right male breast,Y,,male,age < 50,,11,,
582,C50421,Malignant neoplasm of upper-outer quadrant of right male breast,Y,,male,age >= 50,,12,,
583,C50422,Malignant neoplasm of upper-outer quadrant of left male breast,Y,,male,age < 50,,11,,
584,C50422,Malignant neoplasm of upper-outer quadrant of left male breast,Y,,male,age >= 50,,12,,
585,C50429,Malignant neoplasm of upper-outer quadrant of unspecified male breast,Y,,male,age < 50,,11,,
586,C50429,Malignant neoplasm of upper-outer quadrant of unspecified male breast,Y,,male,age >= 50,,12,,
587,C50511,Malignant neoplasm of lower-outer quadrant of right female breast,Y,,female,age < 50,,11,,
588,C50511,Malignant neoplasm of lower-outer quadrant of right female breast,Y,,female,age >= 50,,12,,
589,C50512,Malignant neoplasm of lower-outer quadrant of left female breast,Y,,female,age < 50,,11,,
590,C50512,Malignant neoplasm of lower-outer quadrant of left female breast,Y,,female,age >= 50,,12,,
591,C50519,Malignant neoplasm of lower-outer quadrant of unspecified female breast,Y,,female,age < 50,,11,,
592,C50519,Malignant neoplasm of lower-outer quadrant of unspecified female breast,Y,,female,age >= 50,,12,,
593,C50521,Malignant neoplasm of lower-outer quadrant of right male breast,Y,,male,age < 50,,11,,
594,C50521,Malignant neoplasm of lower-outer quadrant of right male breast,Y,,male,age >= 50,,12,,
595,C50522,Malignant neoplasm of lower-outer quadrant of left male breast,Y,,male,age < 50,,11,,
596,C50522,Malignant neoplasm of lower-outer quadrant of left male breast,Y,,male,age >= 50,,12,,
597,C50529,Malignant neoplasm of lower-outer quadrant of unspecified male breast,Y,,male,age < 50,,11,,
598,C50529,Malignant neoplasm of lower-outer quadrant of unspecified male breast,Y,,male,age >= 50,,12,,
599,C50611,Malignant neoplasm of axillary tail of right female breast,Y,,female,age < 50,,11,,
600,C50611,Malignant neoplasm of axillary tail of right female breast,Y,,female,age >= 50,,12,,
601,C50612,Malignant neoplasm of axillary tail of left female breast,Y,,female,age < 50,,11,,
602,C50612,Malignant neoplasm of axillary tail of left female breast,Y,,female,age >= 50,,12,,
603,C50619,Malignant neoplasm of axillary tail of unspecified female breast,Y,,female,age < 50,,11,,
604,C50619,Malignant neoplasm of axillary tail of unspecified female breast,Y,,female,age >= 50,,12,,
605,C50621,Malignant neoplasm of axillary tail of right male breast,Y,,male,age < 50,,11,,
606,C50621,Malignant neoplasm of axillary tail of right male breast,Y,,male,age >= 50,,12,,
607,C50622,Malignant neoplasm of axillary tail of left male breast,Y,,male,age < 50,,11,,
608,C50622,Malignant neoplasm of axillary tail of left male breast,Y,,male,age >= 50,,12,,
609,C50629,Malignant neoplasm of axillary tail of unspecified male breast,Y,,male,age < 50,,11,,
610,C50629,Malignant neoplasm of axillary tail of unspecified male breast,Y,,male,age >= 50,,12,,
611,C50811,Malignant neoplasm of overlapping sites of right female breast,Y,,female,age < 50,,11,,
612,C50811,Malignant neoplasm of overlapping sites of right female breast,Y,,female,age >= 50,,12,,
613,C50812,Malignant neoplasm of overlapping sites of left female breast,Y,,female,age < 50,,11,,
614,C50812,Malignant neoplasm of overlapping sites of left female breast,Y,,female,age >= 50,,12,,
615,C50819,Malignant neoplasm of overlapping sites of unspecified female breast,Y,,female,age < 50,,11,,
616,C50819,Malignant neoplasm of overlapping sites of unspecified female breast,Y,,female,age >= 50,,12,,
617,C50821,Malignant neoplasm of overlapping sites of right male breast,Y,,male,age < 50,,11,,
618,C50821,Malignant neoplasm of overlapping sites of right male breast,Y,,male,age >= 50,,12,,
619,C50822,Malignant neoplasm of overlapping sites of left male breast,Y,,male,age < 50,,11,,
620,C50822,Malignant neoplasm of overlapping sites of left male breast,Y,,male,age >= 50,,12,,
621,C50829,Malignant neoplasm of overlapping sites of unspecified male breast,Y,,male,age < 50,,11,,
622,C50829,Malignant neoplasm of overlapping sites of unspecified male breast,Y,,male,age >= 50,,12,,
623,C50911,Malignant neoplasm of unspecified site of right female breast,Y,,female,age < 50,,11,,
624,C50911,Malignant neoplasm of unspecified site of right female breast,Y,,female,age >= 50,,12,,
625,C50912,Malignant neoplasm of unspecified site of left female breast,Y,,female,age < 50,,11,,
626,C50912,Malignant neoplasm of unspecified site of left female breast,Y,,female,age >= 50,,12,,
627,C50919,Malignant neoplasm of unspecified site of unspecified female breast,Y,,female,age < 50,,11,,
628,C50919,Malignant neoplasm of unspecified site of unspecified female breast,Y,,female,age >= 50,,12,,
629,C50921,Malignant neoplasm of unspecified site of right male breast,Y,,male,age < 50,,11,,
630,C50921,Malignant neoplasm of unspecified site of right male breast,Y,,male,age >= 50,,12,,
631,C50922,Malignant neoplasm of unspecified site of left male breast,Y,,male,age < 50,,11,,
632,C50922,Malignant neoplasm of unspecified site of left male breast,Y,,male,age >= 50,,12,,
633,C50929,Malignant neoplasm of unspecified site of unspecified male breast,Y,,male,age < 50,,11,,
634,C50929,Malignant neoplasm of unspecified site of unspecified male breast,Y,,male,age >= 50,,12,,
635,C510,Malignant neoplasm of labium majus,Y,,female,,,12,,
636,C511,Malignant neoplasm of labium minus,Y,,female,,,12,,
637,C512,Malignant neoplasm of clitoris,Y,,female,,,12,,
638,C518,Malignant neoplasm of overlapping sites of vulva,Y,,female,,,12,,
639,C519,"Malignant neoplasm of vulva, unspecified",Y,,female,,,12,,
640,C52,Malignant neoplasm of vagina,Y,,female,,,12,,
641,C530,Malignant neoplasm of endocervix,Y,,female,,,12,,
642,C531,Malignant neoplasm of exocervix,Y,,female,,,12,,
643,C538,Malignant neoplasm of overlapping sites of cervix uteri,Y,,female,,,12,,
644,C539,"Malignant neoplasm of cervix uteri, unspecified",Y,,female,,,12,,
645,C540,Malignant neoplasm of isthmus uteri,Y,,female,,,12,,
646,C541,Malignant neoplasm of endometrium,Y,,female,,,12,,
647,C542,Malignant neoplasm of myometrium,Y,,female,,,12,,
648,C543,Malignant neoplasm of fundus uteri,Y,,female,,,12,,
649,C548,Malignant neoplasm of overlapping sites of corpus uteri,Y,,female,,,12,,
650,C549,"Malignant neoplasm of corpus uteri, unspecified",Y,,female,,,12,,
651,C55,"Malignant neoplasm of uterus, part unspecified",Y,,female,,,12,,
652,C561,Malignant neoplasm of right ovary,Y,,female,,,11,,
653,C562,Malignant neoplasm of left ovary,Y,,female,,,11,,
654,C569,Malignant neoplasm of unspecified ovary,Y,,female,,,11,,
655,C5700,Malignant neoplasm of unspecified fallopian tube,Y,,female,,,11,,
656,C5701,Malignant neoplasm of right fallopian tube,Y,,female,,,11,,
657,C5702,Malignant neoplasm of left fallopian tube,Y,,female,,,11,,
